join_s,sch_s,sch_r,adv_r,data_s,dist_ch_to_bs,dist_to_ch,expaned_energy,rank,send_code,who_ch,is_target
1,0,1,5,25,0.0,20.86783,0.04602,1,4,105040,0
1,0,1,3,40,0.0,27.75688,0.07099,1,2,202046,0
1,0,1,5,41,0.0,10.17532,0.06634,1,2,101096,0
1,0,1,8,45,0.0,12.26374,0.07355,5,1,101043,0
0,1,0,2,0,176.62353,0.0,2.51478,0,0,117080,0
1,0,1,8,96,0.0,9.91917,0.16037,1,5,103029,0
1,0,1,6,46,0.0,12.26259,0.07963,13,2,103005,0
1,0,1,6,131,0.0,10.72881,0.21686,1,4,203031,0
1,0,1,2,32,0.0,37.08947,0.05889,13,1,106095,0
1,0,1,3,27,0.0,17.05275,0.46515,1,1,203041,0
1,0,1,7,33,0.0,23.70429,0.05979,7,2,102063,0
1,0,1,7,76,0.0,33.84842,0.1311,9,4,113030,0
1,0,1,5,36,0.0,43.34182,0.0654,25,3,109007,0
1,0,1,4,53,0.0,17.13354,0.09139,10,3,103095,0
1,0,1,8,76,0.0,14.45734,0.1287,1,1,201052,0
1,0,1,5,57,0.0,24.95994,0.09813,14,4,104027,0
1,0,1,4,31,0.0,10.35383,0.05599,1,1,115001,0
1,0,1,2,43,0.0,20.50759,0.0747,1,2,105029,0
1,0,1,4,33,0.0,11.84163,0.05881,18,1,114005,0
1,0,1,7,46,0.0,17.56261,0.08119,17,7,103060,0
1,0,1,5,111,0.0,22.59837,0.18697,1,2,102038,0
1,0,1,4,30,0.0,19.52741,0.05373,31,3,114070,0
1,0,1,4,48,0.0,28.23781,0.07906,15,3,101025,0
1,0,1,4,28,0.0,45.00567,0.05255,1,1,103044,0
1,0,1,6,72,0.0,22.66572,0.12213,1,6,109080,0
1,0,1,10,147,0.0,12.20249,0.24306,2,6,211061,0
1,0,1,7,90,0.0,19.96873,0.15121,11,4,108029,0
1,0,1,7,48,0.0,37.74919,0.0856,11,7,111049,0
1,0,1,9,120,0.0,4.19671,0.19869,3,4,120094,0
1,0,1,10,55,0.0,13.21581,0.09442,7,1,110043,0
1,0,1,10,49,0.0,13.10711,0.52483,20,10,301080,0
1,0,1,3,36,0.0,30.62057,0.21644,29,2,115023,0
0,1,0,6,0,152.31704,0.0,2.64061,0,0,106046,0
1,0,1,4,28,0.0,34.11404,0.05101,46,1,103016,0
1,0,1,28,0,0.0,9.84149,0.00611,27,1,104032,0
1,0,1,3,45,0.0,18.39824,0.07794,1,2,117015,0
1,0,1,4,17,0.0,27.9719,0.03384,13,3,104016,0
1,0,1,7,55,0.0,20.31273,0.09479,14,7,111045,0
1,0,1,7,85,0.0,25.76854,0.14441,1,7,108002,0
1,0,1,8,60,0.0,29.10847,0.10388,11,2,110100,0
1,0,1,6,42,0.0,8.98273,0.07322,13,2,114048,0
1,0,1,5,160,0.0,6.09637,0.26417,1,2,113013,0
1,0,1,7,53,0.0,8.67263,0.08571,8,3,101058,0
1,0,1,9,65,0.0,15.15728,0.1056,11,9,101084,0
1,0,1,8,111,0.0,21.30918,0.18191,3,4,107086,0
1,0,1,5,40,0.0,15.15728,0.06969,22,2,119090,0
1,0,1,1,13,0.0,65.48142,0.02907,18,1,102003,0
1,0,1,3,24,0.0,17.39444,0.04366,53,2,111023,0
1,0,1,8,48,0.0,23.02893,0.08308,22,8,102071,0
1,0,1,2,18,0.0,22.01211,0.03508,25,1,114096,0
1,0,1,8,45,0.0,25.99623,0.07873,21,6,102068,0
1,0,1,10,181,0.0,5.96867,0.29764,1,1,201073,0
1,0,1,6,103,0.0,8.90907,0.17247,1,2,109067,0
1,0,1,2,34,135.07918,48.56601,0.06307,23,2,201090,0
1,0,1,28,62,0.0,30.57333,1.34614,1,1,106075,0
1,0,1,4,72,0.0,22.79247,0.12306,1,3,207095,0
1,0,1,5,28,0.0,39.98987,0.05201,32,1,105080,0
1,0,1,9,76,167.98916,10.79147,0.12856,2,7,201043,0
1,0,1,4,27,0.0,11.2073,0.04964,2,1,103063,0
1,0,1,5,120,171.69164,3.65311,0.19836,5,2,111074,0
1,0,0,27,0,0.0,4.76446,1.52182,71,1,104063,0
1,0,1,2,25,0.0,19.11322,0.04579,1,2,117060,0
1,0,1,7,45,0.0,32.10923,0.07936,17,5,111078,0
1,0,1,5,53,0.0,16.85432,0.09134,11,1,104024,0
1,0,1,1,14,0.0,83.98477,0.03123,1,1,201005,0
1,0,1,3,30,0.0,38.30825,0.05159,8,3,112009,0
1,0,1,3,27,0.0,45.07351,0.05051,1,2,103052,0
1,0,1,1,13,0.0,21.41726,0.02611,99,1,108060,0
1,0,1,3,37,0.0,12.76251,0.06475,1,3,108073,0
1,0,1,4,19,0.0,97.10128,0.04518,60,1,108003,0
1,0,1,11,144,0.0,12.33789,0.23879,1,7,110080,0
1,0,1,4,85,0.0,35.87299,0.14619,8,4,105087,0
1,0,1,5,68,0.0,5.80877,0.11441,13,4,103043,0
1,0,0,28,0,0.0,37.47917,1.07346,23,15,202065,0
1,0,1,2,18,0.0,40.82064,0.03509,60,1,102005,0
1,0,1,4,33,0.0,29.47518,0.05973,1,4,107058,0
0,0,0,9,13,145.59593,0.0,1.64545,1,0,203100,0
1,0,1,3,22,0.0,2.27559,0.04055,44,2,102041,0
1,0,1,4,55,0.0,33.19747,0.09688,4,4,115069,0
1,0,1,1,13,0.0,13.72,0.02687,36,1,110081,0
1,0,1,2,17,0.0,18.56966,0.03302,1,1,113001,0
0,0,0,4,13,148.84608,0.0,1.85144,12,0,106100,0
1,0,1,4,41,0.0,12.96642,0.07113,29,3,102021,0
1,0,1,9,144,0.0,2.7186,0.23731,4,8,110043,0
0,1,0,8,0,161.76605,0.0,2.67265,0,0,105089,0
1,0,1,3,32,0.0,52.44726,0.43614,1,2,203027,0
0,1,0,5,0,156.21574,0.0,2.73906,0,0,104065,0
1,0,1,4,18,0.0,58.29658,0.03746,67,1,106085,0
1,0,1,6,26,0.0,39.80985,0.04848,1,2,201096,0
1,0,1,9,65,0.0,15.17174,0.11051,5,7,109100,0
1,0,1,28,20,0.0,48.14292,1.35943,25,10,104001,0
1,0,1,6,22,0.0,7.85018,0.04025,1,2,105020,0
1,0,0,9,0,0.0,9.12163,0.04668,5,4,203100,0
1,0,1,3,38,0.0,55.63555,0.56832,6,1,113027,0
1,0,1,4,40,0.0,35.33684,0.07197,13,2,103022,0
1,0,1,7,57,0.0,16.59439,0.09767,12,5,103053,0
1,0,1,4,62,0.0,20.21361,0.10614,8,3,201021,0
1,0,0,27,0,0.0,21.54963,1.66291,4,4,104020,0
1,0,1,6,25,0.0,66.63084,0.05118,21,5,115090,0
1,0,1,7,28,0.0,54.51974,0.05503,1,2,120078,0
1,0,1,3,28,0.0,17.87521,0.05024,44,1,112032,0
1,0,0,27,0,0.0,35.32519,0.6529,22,9,105032,0
0,0,0,0,13,123.96292,0.0,0.23023,0,0,1101100,0
1,0,1,3,37,0.0,11.73571,0.06493,25,2,111095,0
1,0,1,4,46,0.0,23.87584,0.08105,1,4,109020,0
1,0,1,6,29,0.0,27.24961,0.05438,17,4,116073,0
1,0,1,4,43,0.0,17.0767,0.0706,3,4,101042,0
1,0,1,3,35,0.0,27.48263,0.06276,16,2,105048,0
1,0,1,7,40,0.0,16.91397,0.07054,12,1,113058,0
1,0,1,3,14,0.0,24.20651,0.02792,83,1,118095,0
1,0,1,26,55,0.0,50.19808,0.09908,16,3,105063,0
1,0,1,5,46,0.0,32.34435,0.08062,25,3,102053,0
1,0,1,4,45,0.0,28.25173,0.07866,26,4,104080,0
1,0,1,2,21,0.0,29.39879,0.04012,1,2,210033,0
1,0,1,8,60,0.0,13.22157,0.10192,1,6,104007,0
1,0,1,28,24,0.0,73.10435,0.0497,17,1,102088,0
1,0,1,28,206,0.0,128.56755,0.82183,1,6,108011,0
1,0,1,5,40,0.0,4.07098,0.06993,1,2,109046,0
1,0,1,6,90,0.0,6.61334,0.14998,11,1,211091,0
1,0,1,4,30,0.0,13.02146,0.05448,4,3,118020,0
1,0,1,5,80,0.0,17.35904,0.13568,2,1,107056,0
1,0,1,4,43,0.0,24.20259,0.07508,1,1,208052,0
1,0,1,7,49,0.0,47.35055,0.11548,6,3,107079,0
1,0,1,3,38,0.0,44.62297,0.0692,27,1,115035,0
1,0,1,2,16,0.0,72.90683,0.034,38,2,115005,0
1,0,0,27,0,0.0,118.81077,1.34459,3,7,302054,0
1,0,1,6,46,0.0,36.95307,0.08293,1,5,115073,0
1,0,1,2,43,0.0,20.7096,0.07499,1,2,105029,0
1,0,1,4,41,0.0,33.72695,0.07393,1,2,115040,0
1,0,1,5,76,0.0,16.12543,0.12872,5,4,102020,0
1,0,1,3,18,0.0,21.6208,0.03491,36,3,119070,0
1,0,1,2,34,94.10864,53.68148,0.064,16,2,201090,0
1,0,1,5,26,0.0,19.1158,0.04717,1,1,114058,0
1,0,1,3,20,0.0,71.77866,0.04103,1,2,113070,0
1,0,1,5,76,0.0,4.27127,0.12728,13,5,107034,0
1,0,1,5,42,0.0,9.38811,0.06882,1,4,101049,0
1,0,1,2,17,0.0,62.38556,0.03584,11,2,112052,0
1,0,1,6,25,0.0,33.75074,0.04868,1,1,102005,0
0,0,0,0,13,104.11814,0.0,1.9312,1,0,120100,0
1,0,1,5,80,0.0,25.4851,0.13659,1,4,118024,0
1,0,1,1,13,0.0,50.94118,0.02772,57,1,115031,0
1,0,1,3,29,0.0,26.2015,0.05325,6,1,113047,0
1,0,1,4,60,0.0,9.38811,0.10151,18,2,301100,0
1,0,1,3,53,0.0,6.34476,0.09104,1,1,201022,0
1,0,1,2,23,0.0,14.81054,0.04223,47,2,103072,0
1,0,1,4,46,0.0,16.87083,0.08,10,2,111020,0
1,0,1,3,19,0.0,63.8474,0.04034,7,2,118071,0
0,0,0,0,13,136.03878,0.0,1.05116,0,0,304100,0
1,0,1,5,65,0.0,38.95986,0.11328,1,1,204043,0
1,0,1,3,26,0.0,29.06864,0.04822,1,3,119007,0
1,0,1,7,65,0.0,37.05706,0.11394,3,1,102003,0
1,0,1,5,42,0.0,34.76195,0.07472,20,4,108089,0
1,0,1,2,21,0.0,29.14052,0.03963,43,1,103005,0
1,0,1,2,25,0.0,57.07149,0.04893,23,1,105008,0
1,0,0,28,0,0.0,58.98623,1.00663,13,2,105098,0
1,0,1,5,65,0.0,19.42763,0.11125,3,2,203028,0
1,0,1,7,46,0.0,26.45212,0.08029,17,1,110085,0
1,0,1,21,32,0.0,36.75038,0.05872,16,15,106016,0
1,0,1,3,30,0.0,39.02433,0.05086,37,1,112057,0
1,0,1,7,96,0.0,34.7437,0.16412,6,1,209100,0
1,0,1,7,90,0.0,11.28684,0.15052,4,3,204100,0
0,1,0,6,0,78.70375,0.0,2.41878,0,0,108040,0
1,0,1,1,14,0.0,18.87469,0.02855,40,1,115062,0
0,0,0,8,11,124.8649,0.0,1.37576,5,0,117100,0
1,0,1,4,46,0.0,25.3061,2.19399,3,2,115062,0
1,0,1,9,120,0.0,3.95655,0.35764,5,2,103100,0
1,0,1,6,33,0.0,30.96302,0.05962,25,1,103001,0
1,0,1,4,30,0.0,39.10956,0.05489,38,3,118020,0
1,0,1,2,29,0.0,65.22043,0.05705,12,2,106053,0
1,0,1,5,51,0.0,14.32679,0.08841,3,4,113058,0
1,0,1,8,57,0.0,19.74068,0.09773,14,6,115075,0
1,0,1,5,55,125.95962,35.71515,0.09685,11,2,201004,0
1,0,1,23,43,94.18194,88.13321,0.31525,17,7,202001,0
1,0,1,2,40,0.0,14.82147,0.07041,9,1,206009,0
1,0,1,5,60,0.0,15.01504,0.10253,1,3,117068,0
1,0,1,6,36,176.34359,52.48328,0.06684,27,2,201065,0
1,0,1,4,68,0.0,11.05408,2.35192,13,2,105012,0
1,0,1,4,27,0.0,63.49901,0.0525,1,2,201050,0
1,0,1,6,103,0.0,6.48215,0.17192,1,2,116039,0
1,0,1,3,42,0.0,26.08696,0.07355,27,1,116044,0
1,0,1,7,49,0.0,15.76886,0.0843,21,5,115028,0
1,0,1,5,49,0.0,13.15824,0.08432,17,5,206001,0
1,0,1,7,65,0.0,7.49022,0.10992,10,1,113069,0
0,1,0,2,0,104.703,0.0,2.34773,0,0,113071,0
1,0,1,2,28,0.0,23.50987,0.04625,1,2,101075,0
1,0,1,6,160,0.0,8.15831,0.26417,1,6,205006,0
1,0,1,2,14,0.0,7.72052,0.02325,49,1,101020,0
1,0,1,7,68,0.0,8.15168,0.11563,1,1,114085,0
1,0,1,6,25,0.0,8.65512,0.04596,1,2,116063,0
1,0,1,2,26,0.0,11.65329,0.04694,41,1,203023,0
1,0,1,6,46,0.0,17.00478,0.07978,14,1,110039,0
1,0,0,27,0,0.0,67.46563,0.96216,12,2,206069,0
1,0,1,4,51,0.0,31.83916,0.08955,8,4,102058,0
1,0,1,5,42,0.0,3.97197,0.39347,1,2,210041,0
0,1,0,0,0,113.37259,0.0,2.44487,0,0,101070,0
0,1,0,3,0,141.24801,0.0,2.29671,0,0,114053,0
1,0,1,8,96,0.0,11.84163,0.16106,2,7,107042,0
1,0,1,6,131,0.0,6.65719,0.21645,3,4,105081,0
1,0,1,5,76,0.0,32.77143,0.13096,8,3,115074,0
1,0,1,24,72,0.0,41.40022,0.12621,10,13,107009,0
1,0,1,6,62,0.0,56.27931,0.11342,1,6,105005,0
1,0,1,2,26,0.0,49.2087,0.04891,49,2,108016,0
1,0,1,2,25,0.0,30.11498,0.0471,2,2,110084,0
1,0,1,4,32,0.0,59.11386,0.06134,12,3,111013,0
1,0,1,3,25,0.0,40.47375,0.04697,1,3,104063,0
1,0,1,6,40,0.0,15.384,0.07072,2,6,113066,0
1,0,1,2,24,0.0,60.50357,0.30279,52,1,211006,0
1,0,0,28,0,0.0,43.01908,1.2499,77,3,104063,0
1,0,1,6,26,0.0,30.46536,0.04814,27,6,112096,0
1,0,1,6,144,0.0,1.98855,0.23728,3,4,115080,0
1,0,1,5,57,0.0,40.04002,0.61148,1,2,207100,0
1,0,1,6,48,0.0,26.54252,0.0835,21,1,115024,0
1,0,1,5,72,0.0,13.56469,0.12113,15,3,106042,0
1,0,1,7,43,0.0,31.49356,0.07798,8,1,109043,0
1,0,1,5,24,0.0,29.0638,0.10579,12,4,105096,0
1,0,0,28,0,0.0,49.06738,0.83238,37,1,104061,0
1,0,1,5,24,0.0,26.5083,0.04524,1,5,113049,0
1,0,1,7,45,0.0,18.72563,0.07806,1,5,119079,0
1,0,1,3,34,0.0,21.3711,0.06134,3,2,111023,0
1,0,1,6,144,0.0,3.59429,0.23739,3,2,107000,0
1,0,1,5,40,0.0,35.34276,0.0719,10,5,117033,0
0,0,0,5,3,163.93021,0.0,0.29779,8,0,202100,0
1,0,1,3,23,0.0,63.69245,0.04643,1,1,113046,0
1,0,1,4,90,0.0,41.40989,0.15652,5,2,118049,0
1,0,1,4,42,0.0,37.11947,0.13065,19,4,105007,0
1,0,1,5,96,0.0,5.90422,0.15972,6,5,202061,0
1,0,1,5,65,0.0,30.34184,0.11238,1,1,118094,0
1,0,1,7,96,0.0,12.59825,2.42677,1,1,102091,0
1,0,1,2,31,0.0,57.46712,0.05865,32,2,102069,0
0,0,0,0,13,123.96292,0.0,0.22861,0,0,1002100,0
1,0,1,28,0,0.0,26.67292,1.53441,38,1,106073,0
0,1,0,3,0,133.80822,0.0,2.55802,0,0,106091,0
1,0,1,8,131,0.0,13.10302,0.21704,5,1,108009,0
1,0,1,5,26,0.0,14.03073,0.0468,50,3,107080,0
1,0,1,7,57,0.0,15.2747,0.09775,9,5,103053,0
1,0,1,3,30,0.0,22.90374,0.05391,1,3,102088,0
1,0,1,6,30,0.0,26.26741,0.05447,20,6,103099,0
1,0,1,4,76,0.0,8.94623,0.12801,1,2,107077,0
1,0,1,4,32,0.0,44.99271,0.05984,7,2,112049,0
1,0,1,3,60,0.0,25.64043,0.10401,1,3,117087,0
1,0,1,4,35,0.0,30.83433,0.0637,1,1,202056,0
1,0,1,11,96,0.0,7.49022,0.76494,3,8,206069,0
0,0,0,0,0,100.60849,0.0,1.1683,0,0,113046,0
1,0,1,1,13,0.0,44.54996,0.02728,1,1,114007,0
1,0,1,4,36,0.0,8.94985,0.06376,11,4,111003,0
1,0,1,2,15,0.0,29.28067,0.02965,80,1,116025,0
1,0,1,7,62,0.0,23.73833,0.10175,12,1,101079,0
1,0,1,5,60,0.0,42.57447,0.1067,4,1,108067,0
1,0,1,8,32,0.0,36.94851,0.06034,1,5,113043,0
1,0,1,6,51,0.0,35.91276,0.09064,1,5,114020,0
1,0,1,6,60,0.0,19.09473,0.10224,18,1,103075,0
1,0,1,2,24,0.0,38.68019,0.0452,1,2,109044,0
1,0,1,6,57,0.0,30.3883,0.09937,5,5,208093,0
1,0,1,5,46,0.0,16.32048,0.07959,21,5,119008,0
1,0,1,5,103,0.0,12.33789,0.17242,1,2,210080,0
1,0,1,5,29,0.0,31.06352,0.05315,1,5,117040,0
1,0,1,5,96,143.4233,33.11298,0.16366,9,2,106031,0
1,0,1,5,144,0.0,22.38386,0.24004,4,2,108050,0
1,0,1,6,42,0.0,11.89487,0.07317,1,6,110041,0
1,0,1,6,72,0.0,3.94139,0.12187,1,4,119077,0
1,0,1,2,19,0.0,38.46012,0.03653,64,2,115055,0
1,0,1,6,31,0.0,63.72093,0.05429,40,6,101093,0
1,0,1,5,68,0.0,57.41831,0.12299,15,1,107080,0
0,0,0,3,13,135.08302,0.0,1.9674,9,0,111100,0
1,0,1,5,76,0.0,20.78344,0.12903,1,2,105079,0
1,0,1,4,103,0.0,17.88776,0.71948,3,4,119058,0
1,0,1,4,34,0.0,22.67118,0.06057,1,4,202005,0
1,0,1,7,55,0.0,16.05963,0.08948,6,1,101069,0
1,0,1,8,131,124.8649,17.58629,0.21755,6,3,201064,0
1,0,0,28,0,0.0,9.26026,1.18408,31,1,106001,0
1,0,1,4,26,0.0,24.44919,0.04264,1,1,101006,0
1,0,0,27,0,0.0,61.65534,0.00943,97,3,102034,0
1,0,1,8,65,0.0,20.2815,0.11139,4,1,110062,0
1,0,1,2,43,0.0,47.34226,0.078,17,2,211053,0
1,0,0,4,0,0.0,50.76568,0.00589,1,4,202079,0
1,0,1,6,48,0.0,22.02113,0.0835,12,1,114041,0
1,0,1,5,30,0.0,18.11384,0.05587,1,2,112016,0
1,0,1,5,85,0.0,18.21483,0.14377,3,4,118069,0
1,0,1,2,21,0.0,63.24093,0.04201,50,2,112030,0
1,0,1,4,51,0.0,56.73332,0.09365,18,2,114071,0
1,0,1,5,36,0.0,48.48258,0.06808,15,5,116041,0
1,0,1,2,19,0.0,39.80985,0.03707,38,2,104096,0
1,0,0,11,0,0.0,9.16076,0.00768,0,5,205048,0
1,0,1,6,40,0.0,70.77022,0.07738,14,5,113010,0
0,0,0,28,0,134.29469,0.0,0.61916,0,0,305061,0
1,0,1,7,45,0.0,2.30908,0.07782,11,5,109047,0
1,0,1,4,33,0.0,26.5083,0.05875,37,2,113049,0
1,0,1,2,16,0.0,33.172,0.03159,59,2,115005,0
1,0,1,1,13,0.0,42.44779,0.02823,8,1,113019,0
1,0,1,5,55,0.0,23.74858,0.09497,14,4,106094,0
1,0,1,6,111,0.0,30.28277,0.18793,1,1,116094,0
1,0,1,5,43,0.0,47.89935,0.0783,19,3,112020,0
1,0,1,5,38,0.0,36.8381,0.22603,17,2,107066,0
1,0,1,5,53,0.0,32.42573,0.09274,11,5,204027,0
1,0,1,2,48,0.0,30.72558,0.08396,21,2,207035,0
1,0,1,6,62,0.0,22.37123,0.10682,4,2,119064,0
1,0,1,5,53,0.0,24.75023,0.09228,5,3,203041,0
1,0,1,4,53,0.0,15.41932,0.09073,20,1,113050,0
0,0,0,28,0,125.33277,0.0,0.6329,0,0,305044,0
1,0,1,4,32,0.0,23.64552,0.0579,1,3,118092,0
1,0,1,6,49,0.0,30.61793,0.0863,7,3,109030,0
1,0,1,4,39,0.0,34.28613,0.06922,31,2,115070,0
1,0,1,3,17,0.0,42.50154,0.03434,1,1,106007,0
1,0,0,27,0,0.0,44.91636,1.5587,19,2,104079,0
1,0,1,9,51,0.0,15.93823,0.08829,8,2,106028,0
1,0,1,1,14,0.0,46.30242,0.02988,5,1,117000,0
1,0,1,6,60,0.0,54.87152,0.10861,16,2,104036,0
1,0,1,5,68,0.0,34.34825,0.11802,7,4,115010,0
0,0,0,5,13,84.0995,0.0,2.96547,0,0,113100,0
1,0,1,9,80,0.0,14.10438,0.13454,11,6,106016,0
1,0,1,5,30,0.0,23.04224,0.05381,38,2,117078,0
1,0,1,3,0,0.0,14.89255,0.00608,4,2,211048,0
1,0,1,2,0,0.0,83.91545,0.00597,43,1,114054,0
1,0,1,2,18,0.0,60.14796,0.03812,39,2,201005,0
1,0,1,8,39,0.0,28.40288,0.11295,26,3,108045,0
1,0,1,7,55,0.0,35.62755,0.09637,14,3,114028,0
1,0,1,6,65,0.0,18.09258,0.11031,16,1,203042,0
1,0,1,1,15,161.76605,106.93624,0.03971,15,1,201060,0
1,0,1,9,72,0.0,30.68765,0.25456,8,7,112088,0
1,0,1,5,111,90.54003,13.93595,0.9274,4,5,202100,0
1,0,1,4,28,0.0,38.8457,0.05214,14,2,105096,0
1,0,1,6,25,0.0,54.74451,0.04857,1,2,116063,0
1,0,1,4,55,0.0,31.81607,0.09129,10,2,101034,0
1,0,1,2,14,0.0,50.74585,0.02908,1,2,116020,0
1,0,1,2,27,0.0,11.37481,0.04859,37,1,118046,0
1,0,1,2,32,0.0,25.10244,0.05741,29,1,111000,0
1,0,1,3,20,0.0,62.72772,0.04062,31,1,110065,0
1,0,1,27,0,0.0,7.49022,0.00605,4,1,201046,0
1,0,1,5,39,0.0,37.36515,0.06999,1,5,105011,0
1,0,1,7,51,0.0,26.37617,0.08942,1,1,114056,0
1,0,1,8,144,0.0,8.59307,0.23741,5,1,112013,0
1,0,1,6,20,0.0,46.68992,0.03856,1,2,112007,0
1,0,0,4,0,0.0,73.63652,0.00589,1,2,118058,0
1,0,1,5,48,0.0,7.73094,0.08262,14,5,116048,0
1,0,1,4,60,0.0,5.16648,0.1019,14,1,116079,0
1,0,1,2,17,142.10787,40.81494,0.03352,63,1,201020,0
1,0,1,6,62,0.0,10.91699,0.10592,4,6,104003,0
1,0,1,7,103,0.0,37.64808,0.17292,6,7,105041,0
1,0,1,3,48,0.0,50.44852,0.08199,17,1,101015,0
1,0,1,7,80,0.0,15.02521,0.1351,4,1,103037,0
1,0,1,9,56,0.0,17.76678,0.09569,6,4,209100,0
1,0,1,8,62,0.0,33.8652,0.10774,1,3,118001,0
1,0,1,7,85,0.0,13.9318,0.14251,1,3,207028,0
1,0,1,4,27,0.0,22.14169,0.04866,1,2,208028,0
1,0,1,7,68,0.0,29.11294,0.11689,13,2,207032,0
0,1,0,6,0,83.07897,0.0,2.47321,0,0,108084,0
1,0,1,8,111,0.0,31.69105,0.18882,3,3,118014,0
1,0,1,4,181,0.0,2.67761,0.29262,3,4,110090,0
1,0,1,5,103,0.0,12.33789,0.17204,1,4,107080,0
1,0,1,10,90,0.0,12.26259,0.15103,3,7,210001,0
1,0,1,7,60,0.0,23.4376,0.10387,1,2,103070,0
1,0,1,5,55,0.0,15.17406,0.09429,1,5,111093,0
1,0,1,6,72,0.0,26.54252,0.12369,4,1,107024,0
0,1,0,3,0,113.27654,0.0,2.56435,0,0,111024,0
1,0,1,4,48,0.0,15.17174,0.08348,7,4,104089,0
1,0,1,4,30,0.0,16.0792,0.0546,7,4,103025,0
1,0,1,8,48,0.0,13.51839,0.08285,12,3,112024,0
1,0,1,6,72,0.0,6.70755,0.1218,7,2,102079,0
1,0,1,9,160,0.0,21.23521,0.26602,2,7,108016,0
1,0,1,5,33,0.0,6.36398,0.05872,1,3,117028,0
1,0,1,27,38,0.0,28.17279,0.06309,19,15,101056,0
1,0,1,7,51,0.0,28.53888,0.08847,1,5,102089,0
1,0,1,8,65,0.0,21.8594,0.1113,7,6,109085,0
1,0,1,12,144,0.0,2.33995,0.23705,5,2,114001,0
1,0,1,5,53,0.0,18.70488,0.09306,1,2,114044,0
1,0,1,3,21,0.0,30.49194,0.03979,42,2,107020,0
1,0,1,8,51,0.0,24.72904,0.08898,10,5,210093,0
1,0,1,9,43,0.0,29.14179,0.07608,15,8,205000,0
1,0,1,4,160,0.0,12.7528,0.26488,1,3,108030,0
0,0,0,0,13,152.31704,0.0,0.84744,4,0,207100,0
1,0,1,3,144,0.0,11.99597,0.23822,2,1,106051,0
1,0,1,9,80,0.0,30.25086,0.58266,1,6,208005,0
1,0,1,6,57,0.0,17.58706,0.09743,15,5,208093,0
1,0,1,5,26,0.0,28.70579,0.3375,1,5,113005,0
1,0,1,7,57,0.0,31.08159,0.09926,1,4,204041,0
1,0,1,2,26,0.0,54.01382,0.04979,37,1,116048,0
1,0,1,5,60,0.0,28.63874,0.10432,1,2,112002,0
1,0,1,4,25,0.0,41.75777,0.04777,9,1,112046,0
1,0,1,9,65,0.0,15.38505,0.11081,3,7,203061,0
1,0,1,6,55,0.0,15.5081,0.09492,3,6,115000,0
1,0,1,3,65,0.0,11.47845,0.11012,10,3,116005,0
1,0,1,3,18,0.0,33.49633,0.0354,27,3,108041,0
1,0,0,28,0,0.0,29.77537,1.03339,43,2,103032,0
1,0,1,4,68,0.0,23.43942,0.11616,12,3,105075,0
1,0,1,2,51,0.0,23.10385,0.08793,21,2,104100,0
1,0,1,9,103,0.0,20.88397,0.17349,1,8,116093,0
1,0,1,2,15,0.0,38.6748,0.03068,1,1,103049,0
1,0,1,1,13,0.0,63.38305,0.0291,6,1,204018,0
1,0,0,28,0,0.0,6.43369,1.41282,3,2,205046,0
1,0,1,2,27,0.0,25.702,0.05016,6,2,204051,0
1,0,1,4,45,0.0,41.33615,0.08129,4,1,114058,0
1,0,1,3,29,0.0,44.71471,0.054,28,2,113075,0
1,0,1,3,45,0.0,32.44488,0.07958,11,2,102081,0
1,0,1,4,55,0.0,8.59592,0.09421,8,4,113028,0
1,0,1,5,43,0.0,38.83871,0.07696,1,3,115100,0
1,0,1,2,27,0.0,21.05356,0.04964,1,2,202100,0
1,0,1,8,65,0.0,30.21609,0.11189,9,8,303100,0
1,0,1,4,55,0.0,29.74666,0.09556,1,1,103044,0
1,0,1,2,26,0.0,3.38466,0.04742,21,1,110011,0
1,0,1,7,72,0.0,25.92709,0.12274,10,1,113100,0
1,0,1,7,68,0.0,12.50395,0.11515,8,1,104046,0
1,0,1,4,85,0.0,23.72122,0.17042,1,4,120002,0
1,0,1,6,48,0.0,7.10452,0.08244,1,1,118048,0
1,0,1,7,80,0.0,15.8488,0.13565,2,1,107075,0
1,0,1,8,103,0.0,22.33769,0.17339,6,6,110015,0
0,1,0,2,0,85.04317,0.0,2.31138,0,0,111021,0
1,0,1,4,96,0.0,20.64771,0.16196,3,1,102060,0
1,0,1,5,4,0.0,13.21581,0.01164,1,3,205100,0
1,0,1,9,57,0.0,22.48016,0.09848,7,6,112044,0
1,0,1,8,51,0.0,20.09597,0.08816,13,4,115087,0
1,0,1,6,30,0.0,29.88277,0.05548,40,1,118045,0
1,0,1,11,103,0.0,11.9725,0.17152,7,11,102098,0
0,0,0,0,13,181.31284,0.0,1.08551,0,0,306100,0
1,0,1,5,39,0.0,46.04389,0.06587,1,1,101041,0
1,0,1,3,19,0.0,38.20781,0.03788,1,2,107096,0
1,0,1,5,27,0.0,47.49869,0.05036,44,4,109020,0
1,0,1,1,13,0.0,22.52867,0.02348,57,1,113069,0
1,0,1,4,103,0.0,20.88855,0.17295,7,3,102004,0
1,0,1,3,23,0.0,27.9719,0.04308,1,1,202079,0
1,0,1,27,20,0.0,50.65298,0.03522,21,1,101064,0
1,0,1,6,34,0.0,36.95307,0.06203,16,5,119073,0
0,0,0,0,13,100.60849,0.0,1.06056,0,0,310100,0
