join_s,sch_s,sch_r,adv_r,adv_s,data_r,data_s,dist_ch_to_bs,dist_to_ch,expaned_energy,rank,send_code,who_ch,is_target
1,0,1,3,0,0,60,0.0,25.9865,0.10389,4,2,118087,0
1,0,1,1,0,0,14,0.0,31.65096,0.02835,72,1,201034,0
1,0,1,4,0,0,30,0.0,30.71646,0.05529,1,3,209064,0
1,0,1,2,0,0,19,0.0,67.9082,0.0389,66,2,104075,0
1,0,1,6,0,0,60,0.0,44.1161,0.10692,4,1,109073,0
0,1,0,4,1,1290,0,134.99959,0.0,2.37688,0,0,109055,0
1,0,1,9,0,0,90,0.0,16.78685,0.15112,9,6,207100,0
1,0,1,1,0,0,14,0.0,47.36638,0.02965,33,1,207006,0
1,0,0,27,0,232,0,0.0,85.99555,1.9864,7,2,105054,0
1,0,1,4,0,0,20,0.0,40.87056,0.03849,49,2,109030,0
1,0,1,8,0,0,90,0.0,24.22514,0.15294,2,6,115087,0
1,0,1,5,0,0,51,0.0,27.2331,0.08911,8,3,117024,0
1,0,1,4,0,0,42,0.0,39.74039,0.0758,1,1,207003,0
1,0,1,5,0,0,41,0.0,2.7186,0.07196,1,2,205043,0
1,0,1,3,0,0,28,0.0,48.85998,0.05385,1,1,107036,0
1,0,1,3,0,0,21,0.0,44.80022,0.04119,14,1,118044,0
0,1,0,5,1,1260,0,124.2017,0.0,2.37773,0,0,102095,0
1,0,1,5,0,0,49,0.0,25.17835,0.08595,7,5,109069,0
0,1,0,16,19,241,0,122.27536,0.0,3.77149,0,0,205079,0
1,0,1,7,0,0,111,0.0,3.07338,0.18448,3,3,112028,0
1,0,1,9,0,0,80,0.0,24.29005,0.13603,10,8,203046,0
1,0,1,7,0,0,68,0.0,33.79755,0.11351,2,4,101065,0
1,0,1,3,0,0,30,0.0,14.13972,2.32605,2,1,113073,0
0,0,0,0,0,533,13,143.4233,0.0,1.06151,0,0,308100,0
1,0,1,4,0,0,41,0.0,35.24293,0.07383,1,2,201083,0
1,0,1,23,0,0,45,0.0,59.28909,0.08435,11,11,102058,0
1,0,1,3,0,0,27,0.0,32.8755,0.0498,26,1,113071,0
1,0,1,8,0,0,80,0.0,10.73577,0.13495,3,8,119021,0
1,0,1,10,0,0,90,0.0,21.05099,0.15212,6,6,208078,0
1,0,0,5,0,0,0,0.0,20.12996,0.11378,11,9,212100,0
1,0,1,7,0,0,37,0.0,45.95845,0.06988,1,6,109005,0
1,0,1,28,0,412,0,0.0,81.07165,0.74412,13,1,201001,0
1,0,1,7,0,0,57,0.0,18.11384,0.09832,3,6,108016,0
1,0,1,9,0,0,111,0.0,8.29305,0.1843,5,6,202100,0
1,0,1,7,0,0,80,0.0,18.16677,0.1305,5,3,101087,0
1,0,1,5,0,0,42,0.0,48.75442,0.07644,24,5,108078,0
1,0,0,28,0,0,0,0.0,13.46457,0.35898,38,2,103020,0
1,0,1,5,0,0,40,0.0,41.93477,0.06812,1,1,101079,0
1,0,1,4,0,0,85,0.0,37.55934,0.14702,6,4,105087,0
1,0,1,3,0,0,48,0.0,6.93899,0.08355,4,2,202082,0
1,0,1,3,0,0,32,0.0,31.25459,0.0579,29,2,109026,0
0,0,0,2,0,633,5,111.41262,0.0,0.4462,1,0,201100,0
1,0,1,5,0,0,36,0.0,64.24273,0.06874,25,4,211041,0
1,0,1,4,0,0,33,0.0,33.17001,0.05977,23,1,120056,0
1,0,1,4,0,0,31,0.0,35.92745,0.05654,30,4,107025,0
1,0,1,5,0,0,24,0.0,44.9428,0.04762,1,2,109005,0
1,0,1,5,0,0,42,0.0,20.50524,0.07363,11,2,118007,0
1,0,1,3,0,0,39,0.0,82.69919,0.07764,30,1,208035,0
1,0,0,12,0,0,0,0.0,7.89201,0.1919,1,10,111100,0
1,0,1,5,0,0,49,0.0,17.1511,0.08523,6,3,106033,0
1,0,1,6,0,0,57,0.0,6.98337,0.09668,17,2,114096,0
1,0,1,4,0,0,46,0.0,10.21112,0.07607,2,1,107047,0
1,0,1,4,0,0,53,0.0,16.0246,0.09153,7,3,103095,0
1,0,1,4,0,0,33,0.0,55.10421,0.06293,7,4,206001,0
1,0,1,3,0,0,55,0.0,42.72045,0.09782,1,1,116013,0
1,0,0,28,0,0,0,0.0,125.2708,0.00838,4,2,102054,0
1,0,1,4,0,0,39,0.0,27.91528,0.06987,1,1,210085,0
1,0,1,3,0,0,26,0.0,30.20911,0.04828,23,1,110071,0
0,0,0,2,0,1263,13,136.06105,0.0,2.03883,2,0,110100,0
1,0,1,4,0,0,18,0.0,62.41504,0.03658,69,3,104002,0
1,0,1,4,0,0,85,0.0,13.51271,0.14255,1,1,103021,0
1,0,1,9,0,0,181,0.0,19.02866,0.29568,3,2,117053,0
1,0,1,3,0,0,17,0.0,69.15447,0.03574,39,2,211001,0
1,0,1,7,0,0,80,0.0,28.61919,0.13665,5,2,102051,0
1,0,1,25,0,0,206,0.0,26.02238,0.73029,1,12,404100,0
1,0,1,6,0,0,181,0.0,8.65512,0.29812,1,3,211064,0
1,0,1,1,0,0,13,0.0,20.84027,0.02711,29,1,113006,0
0,1,0,0,1,786,0,101.04838,0.0,2.48039,0,0,101006,0
1,0,1,6,0,0,46,0.0,6.555,0.07951,8,4,102000,0
1,0,1,4,0,0,51,0.0,29.33104,0.08957,1,1,107024,0
1,0,1,3,0,0,45,0.0,52.73071,0.08199,1,2,108069,0
1,0,1,3,0,0,20,0.0,43.34692,0.03836,65,3,206081,0
1,0,1,6,0,0,39,0.0,30.57924,0.07039,30,4,103058,0
0,1,0,7,1,241,0,145.78264,0.0,2.33773,0,0,212002,0
1,0,1,3,0,0,26,161.76605,61.96903,0.05135,12,1,201093,0
0,0,0,3,0,1099,13,134.29469,0.0,1.78124,1,0,202100,0
1,0,1,7,0,0,51,0.0,26.83408,0.0892,6,3,118016,0
1,0,1,2,0,0,27,0.0,76.28111,0.0546,34,1,110091,0
1,0,1,2,0,0,25,0.0,49.22397,0.04796,24,1,115097,0
1,0,0,28,0,0,0,0.0,30.68444,0.0061,4,1,103073,0
1,0,1,3,0,0,20,0.0,65.43076,0.04131,12,1,110065,0
1,0,1,5,0,0,40,0.0,17.05275,1.28622,1,3,211041,0
1,0,1,6,0,0,38,0.0,14.89255,0.06838,1,4,103048,0
1,0,1,4,0,0,45,0.0,16.93829,0.07317,1,4,101043,0
1,0,1,7,0,0,51,0.0,2.21326,0.08695,21,1,108030,0
1,0,1,5,0,0,40,0.0,61.71854,0.07509,25,5,107018,0
1,0,1,6,0,0,160,0.0,11.91422,0.26417,2,1,104086,0
1,0,1,3,0,0,37,0.0,54.25827,0.06854,31,2,111021,0
1,0,1,5,0,0,26,0.0,40.96987,0.04842,1,1,201033,0
1,0,1,2,0,0,27,0.0,72.90218,0.05418,26,2,109020,0
1,0,1,6,0,0,68,0.0,54.62826,0.1229,6,6,209064,0
1,0,1,8,0,0,85,0.0,18.37556,0.13946,6,1,107025,0
1,0,1,4,0,0,39,0.0,54.94344,0.07282,1,1,110040,0
1,0,1,7,0,0,72,0.0,24.48974,0.12446,1,7,106075,0
1,0,1,6,0,0,76,0.0,17.0152,0.12924,1,4,110063,0
1,0,1,3,0,0,53,0.0,20.62102,0.09105,20,1,108081,0
1,0,1,4,0,0,31,0.0,13.57297,0.05541,23,1,110033,0
1,0,1,2,0,0,39,0.0,38.06127,0.07026,1,1,212056,0
1,0,1,6,0,0,68,0.0,17.16036,0.11571,9,6,118061,0
1,0,1,7,0,0,34,0.0,21.88562,0.06022,34,7,105048,0
1,0,1,12,0,0,51,0.0,47.87909,0.09295,21,4,114033,0
1,0,1,6,0,0,80,0.0,33.9213,0.13745,7,1,103007,0
1,0,1,4,0,0,35,0.0,37.79869,0.06308,30,4,107100,0
1,0,1,2,0,0,18,0.0,41.94585,0.03631,5,2,102055,0
1,0,1,1,0,0,13,0.0,71.35982,0.73413,1,1,107063,0
1,0,1,7,0,0,45,0.0,55.45035,0.36025,23,7,116048,0
1,0,1,4,0,0,19,0.0,48.05785,0.03921,25,3,114073,0
1,0,1,2,0,0,23,0.0,31.14043,0.04353,16,2,114031,0
1,0,1,7,0,0,30,0.0,63.44912,0.05991,1,4,113065,0
1,0,1,2,0,0,17,0.0,28.99732,0.03361,27,2,112052,0
1,0,0,22,0,0,0,0.0,33.97912,1.42846,49,1,103073,0
1,0,1,5,0,0,40,0.0,37.36515,0.0714,30,2,108011,0
1,0,0,28,0,0,0,0.0,3.07338,0.19192,2,2,206098,0
1,0,0,28,0,0,0,0.0,66.86208,0.00606,2,2,201000,0
1,0,1,7,0,0,144,0.0,8.93175,0.23771,5,7,111011,0
1,0,1,28,0,0,46,0.0,122.49839,0.13312,10,5,102096,0
1,0,1,4,0,0,51,0.0,13.05412,0.08727,21,4,103044,0
1,0,1,7,0,0,96,0.0,26.23488,0.16238,7,5,103089,0
1,0,1,10,0,0,181,0.0,26.75501,0.3019,1,5,204100,0
1,0,1,7,0,0,55,0.0,16.0246,0.09432,15,2,114095,0
1,0,1,1,0,0,14,0.0,62.42453,0.03037,33,1,201034,0
0,0,0,9,0,475,4,129.89074,0.0,0.38127,4,0,202100,0
1,0,1,6,0,0,62,0.0,21.1082,0.10761,1,6,106054,0
1,0,1,9,0,0,55,0.0,21.3467,0.09451,19,8,108010,0
1,0,1,5,0,0,30,0.0,39.60528,0.05667,1,5,110029,0
1,0,1,3,0,0,39,0.0,27.04039,0.06944,10,2,105018,0
1,0,1,9,0,0,25,0.0,33.42323,0.04843,11,3,111005,0
1,0,1,5,0,0,33,0.0,47.41714,0.06122,25,5,102064,0
1,0,1,7,0,0,80,0.0,23.74858,0.13623,1,3,109094,0
1,0,1,4,0,0,30,0.0,41.06897,0.05035,30,2,101071,0
1,0,1,9,0,0,25,0.0,18.82256,0.04569,1,4,112100,0
1,0,1,6,0,0,55,0.0,35.77793,0.09626,18,2,107048,0
1,0,1,4,0,0,35,0.0,4.91248,0.06116,1,2,203100,0
1,0,1,6,0,0,31,0.0,59.97569,0.05977,1,6,113075,0
1,0,1,6,0,0,32,0.0,18.74446,0.05685,35,6,204005,0
1,0,1,4,0,0,57,0.0,25.14122,0.09813,1,2,208008,0
1,0,1,9,0,0,51,0.0,5.69169,0.08761,12,2,106028,0
1,0,1,6,0,0,80,0.0,10.10156,0.13477,1,6,107041,0
1,0,1,4,0,0,30,0.0,20.10257,0.05421,25,2,119072,0
0,0,0,0,0,607,13,79.19069,0.0,1.05352,0,0,307100,0
1,0,1,4,0,0,39,0.0,50.79468,0.06639,31,2,101053,0
1,0,1,5,0,0,65,0.0,31.87196,0.17394,3,5,116081,0
1,0,1,3,0,0,48,0.0,6.39115,0.08264,13,2,117026,0
1,0,1,7,0,0,90,0.0,8.16375,0.15038,7,5,107097,0
1,0,1,4,0,0,22,0.0,25.50982,0.0419,6,2,119085,0
1,0,1,3,0,0,27,0.0,50.65298,0.0518,13,1,204064,0
0,1,0,4,1,411,0,168.54223,0.0,3.22423,0,0,119043,0
1,0,1,8,0,0,51,0.0,13.23577,0.08264,19,4,101021,0
1,0,1,4,0,0,27,0.0,43.29477,0.05129,3,2,207007,0
1,0,1,7,0,0,55,0.0,26.30864,0.09517,1,6,205053,0
1,0,1,3,0,0,25,0.0,43.78354,0.04776,1,2,106043,0
1,0,1,27,0,0,0,0.0,71.1503,0.0088,49,1,107046,0
1,0,1,9,0,0,181,0.0,11.88707,0.2976,3,8,204100,0
1,0,1,5,0,0,72,0.0,19.43286,0.12226,13,5,112041,0
1,0,1,5,0,0,51,0.0,53.29256,0.09264,18,1,118089,0
1,0,1,6,0,0,55,0.0,47.36937,0.09804,1,5,205096,0
1,0,1,4,0,0,30,0.0,26.19221,0.04977,1,3,101078,0
1,0,1,5,0,0,48,0.0,29.25541,0.08485,6,3,102028,0
1,0,1,6,0,0,90,0.0,10.54019,0.14892,8,5,203100,0
1,0,1,2,0,0,18,0.0,19.4641,0.0345,48,2,105071,0
1,0,0,4,0,0,0,0.0,58.06475,0.14682,8,1,107100,0
1,0,1,4,0,0,45,0.0,30.36531,0.07467,24,3,118069,0
1,0,1,8,0,0,40,0.0,38.15606,0.07344,14,6,110008,0
1,0,1,7,0,0,46,0.0,24.86506,0.08054,11,6,211093,0
1,0,1,7,0,0,57,0.0,16.78685,0.09821,4,3,111032,0
1,0,1,8,0,0,80,0.0,5.74685,0.13388,11,4,112097,0
1,0,1,7,0,0,24,0.0,42.44512,0.04582,13,7,103054,0
1,0,1,8,0,0,85,0.0,18.9519,0.14292,12,7,102079,0
1,0,1,4,0,0,76,0.0,13.68467,0.12819,6,4,108004,0
1,0,1,2,0,0,15,0.0,64.37138,0.03224,30,2,110073,0
1,0,1,6,0,0,55,0.0,17.19014,0.09413,17,6,109071,0
1,0,1,4,0,0,21,0.0,68.51849,0.04244,1,1,116001,0
1,0,1,7,0,0,43,0.0,26.54252,0.07543,1,3,102024,0
1,0,1,4,0,0,42,0.0,21.81422,0.07352,1,2,112001,0
1,0,1,5,0,0,60,0.0,17.51853,0.10252,1,1,109029,0
1,0,1,5,0,0,62,0.0,26.4704,0.10618,18,2,115099,0
1,0,1,5,0,0,72,0.0,20.58015,0.11728,11,5,101087,0
1,0,1,2,0,0,27,0.0,10.1669,0.04411,20,1,101014,0
1,0,1,8,0,0,120,0.0,6.09637,0.19839,6,3,205025,0
0,0,0,5,1,0,0,201.93494,0.0,0.74738,0,0,111054,0
1,0,1,2,0,0,43,0.0,20.58425,0.07561,11,2,111021,0
1,0,1,6,0,0,49,0.0,17.55716,0.0844,19,2,116058,0
1,0,0,28,0,0,0,0.0,42.69121,1.72761,1,2,108065,0
1,0,1,7,0,0,80,0.0,13.66723,0.13465,1,2,118024,0
1,0,1,3,0,0,34,0.0,64.98768,0.06608,1,2,105033,0
1,0,1,11,0,0,111,0.0,21.0217,0.22447,5,11,109065,0
1,0,1,4,0,0,30,0.0,33.06243,0.0544,40,2,118080,0
1,0,1,6,0,0,90,0.0,11.98781,0.15099,1,4,115088,0
1,0,1,4,0,0,57,0.0,7.72052,0.09743,6,3,115100,0
1,0,1,5,0,0,48,0.0,32.9345,0.08457,12,3,109068,0
1,0,1,2,0,0,24,0.0,34.00442,0.04517,34,2,107001,0
1,0,1,5,0,0,24,0.0,33.66065,0.04546,16,3,111001,0
1,0,1,4,0,0,53,0.0,9.30036,0.09019,22,4,107023,0
1,0,1,3,0,0,35,0.0,3.1896,0.06177,1,1,118050,0
1,0,1,5,0,0,131,0.0,20.44501,0.21863,5,1,115036,0
1,0,1,9,0,0,57,0.0,9.80824,0.09762,7,8,104095,0
1,0,1,3,0,0,23,0.0,37.82046,0.04304,1,1,202079,0
1,0,1,6,0,0,41,0.0,42.89508,0.07434,13,6,108028,0
1,0,1,6,0,0,111,0.0,24.81963,0.18734,1,6,116056,0
1,0,1,6,0,0,65,0.0,22.28309,0.1113,7,3,105025,0
1,0,1,4,0,0,25,0.0,31.40551,0.04627,37,3,103009,0
1,0,1,6,0,0,32,0.0,20.07058,0.05684,36,3,109070,0
1,0,1,4,0,0,25,0.0,29.91059,0.04688,1,4,208093,0
1,0,1,2,0,0,25,0.0,31.46136,0.04679,17,2,114037,0
1,0,1,4,0,0,25,0.0,41.21473,0.04682,46,1,104044,0
1,0,1,4,0,0,32,0.0,32.01881,0.05849,8,1,206074,0
1,0,1,5,0,0,57,0.0,21.3711,0.09807,11,2,209023,0
1,0,1,6,0,0,51,0.0,9.6866,0.08291,7,1,101005,0
1,0,1,6,0,0,49,0.0,66.23198,0.09222,15,2,116058,0
1,0,1,4,0,0,60,0.0,40.68139,0.10529,15,2,210096,0
1,0,1,2,0,0,15,0.0,15.36905,0.02919,89,1,110098,0
1,0,1,3,0,0,37,0.0,36.36652,0.0667,1,3,108073,0
1,0,1,5,0,0,51,0.0,63.68916,0.09181,11,5,101036,0
0,0,0,2,0,560,3,160.10852,0.0,0.28584,3,0,201100,0
1,0,1,9,0,0,15,0.0,40.55007,0.02709,32,3,101096,0
1,0,1,2,0,0,27,0.0,21.81422,0.04966,1,1,204001,0
1,0,1,2,0,0,18,0.0,55.36323,0.0367,27,2,105071,0
1,0,1,3,0,0,19,0.0,54.91942,0.03879,1,2,109064,0
1,0,1,1,0,0,13,0.0,16.24487,0.02609,92,1,117010,0
1,0,1,4,0,0,85,0.0,26.07765,0.14568,4,4,106010,0
1,0,1,3,0,0,39,0.0,18.95455,0.06819,1,2,107092,0
1,0,1,3,0,0,37,0.0,48.90437,0.06824,19,2,111095,0
1,0,1,4,0,0,21,0.0,57.8363,0.04162,43,1,110001,0
1,0,1,6,0,0,46,0.0,49.07515,0.08571,1,5,115073,0
1,0,1,27,0,0,19,0.0,101.13713,0.04217,57,5,101001,0
1,0,1,5,0,0,55,0.0,23.43942,0.09576,1,4,106094,0
1,0,0,3,0,320,0,0.0,77.28955,0.00588,2,2,118044,0
0,0,0,0,0,91,13,159.31297,0.0,0.21616,0,0,1102100,0
1,0,1,3,0,0,32,0.0,24.2136,0.05769,14,2,201089,0
1,0,0,27,0,0,0,0.0,47.21007,0.84502,69,2,104001,0
1,0,1,2,0,0,57,0.0,57.05354,0.10475,1,1,201083,0
0,1,0,4,1,786,0,84.89657,0.0,2.34273,0,0,109082,0
1,0,1,4,0,0,25,0.0,16.52757,0.04589,1,4,208093,0
1,0,1,2,0,0,23,0.0,35.90528,0.04405,5,1,117073,0
1,0,1,7,0,0,90,0.0,13.99931,0.15149,2,7,113078,0
1,0,1,4,0,0,32,0.0,23.44424,0.05841,35,3,114065,0
1,0,1,5,0,0,144,0.0,9.60102,0.23836,2,3,118048,0
0,0,0,0,0,145,11,137.96702,0.0,0.22194,3,0,301100,0
1,0,1,27,0,0,33,0.0,16.04685,0.16587,33,14,107088,0
1,0,1,16,0,0,17,0.0,22.52867,0.02787,80,1,101069,0
1,0,1,8,0,0,40,0.0,10.35383,0.06961,1,5,104001,0
1,0,0,5,0,0,0,0.0,18.57889,0.00587,11,5,201001,0
1,0,1,28,0,0,27,0.0,29.95216,0.90365,3,1,106076,0
1,0,1,5,0,0,30,0.0,12.75205,0.05422,1,5,110029,0
1,0,1,9,0,0,60,0.0,40.36116,0.10538,14,7,102080,0
1,0,1,4,0,0,31,0.0,35.68873,0.05651,1,2,119095,0
1,0,1,8,0,0,41,0.0,8.44814,0.07183,7,3,108007,0
1,0,1,8,0,0,48,0.0,47.04968,0.08628,21,3,112024,0
1,0,1,6,0,0,96,0.0,7.2176,0.16038,2,1,201095,0
1,0,1,4,0,0,26,0.0,25.33222,0.04827,11,1,106053,0
1,0,1,3,0,0,23,0.0,34.39233,0.04415,3,1,113048,0
1,0,1,6,0,0,60,0.0,7.26251,0.10157,17,4,107018,0
1,0,1,7,0,0,65,0.0,20.53833,0.10577,12,6,101073,0
1,0,1,2,0,0,26,0.0,71.48125,0.05245,15,1,110011,0
1,0,1,4,0,0,35,0.0,70.60725,0.06838,18,3,110050,0
1,0,1,5,0,0,55,0.0,35.13536,0.09687,1,4,118006,0
1,0,0,28,0,0,0,0.0,14.55955,0.00606,4,9,208075,0
1,0,1,6,0,0,49,0.0,20.34398,0.08482,13,4,106000,0
1,0,1,3,0,0,19,0.0,51.843,1.24004,1,1,118063,0
0,0,0,3,0,1086,13,142.10787,0.0,1.78647,1,0,202100,0
1,0,1,9,0,0,76,0.0,28.42161,0.41951,1,7,112082,0
1,0,1,7,0,0,96,0.0,19.96189,0.1618,2,6,103027,0
1,0,1,2,0,0,53,0.0,32.84561,0.09355,1,2,116031,0
1,0,1,8,0,0,16,0.0,29.60713,1.66793,45,3,115063,0
1,0,1,5,0,0,53,0.0,32.22926,0.08788,9,1,101084,0
1,0,1,3,0,0,43,0.0,10.04886,0.07463,1,3,208100,0
1,0,1,6,0,0,62,0.0,17.15717,0.10586,8,1,201087,0
1,0,1,23,0,0,27,0.0,46.38246,0.05066,47,6,105063,0
1,0,1,6,0,0,55,0.0,20.13239,0.09517,4,2,107048,0
1,0,1,3,0,0,41,0.0,37.18436,0.07352,21,2,206037,0
1,0,1,7,0,0,68,0.0,25.79906,0.11732,1,3,103086,0
1,0,1,11,0,0,39,0.0,8.86665,0.06878,1,4,109005,0
1,0,1,6,0,0,24,0.0,73.63652,0.04882,1,4,103058,0
1,0,1,3,0,0,20,0.0,44.54996,0.17876,15,1,115007,0
1,0,1,4,0,0,48,0.0,18.42462,0.08302,16,2,111081,0
1,0,1,9,0,0,51,0.0,15.93823,0.08829,8,2,106028,0
1,0,1,8,0,0,85,0.0,7.10452,0.14275,7,1,114058,0
1,0,1,7,0,0,48,0.0,9.58132,0.08301,15,5,109053,0
1,0,1,6,0,0,21,0.0,6.63894,0.03992,2,1,107058,0
1,0,1,4,0,0,57,0.0,38.1004,2.40887,19,2,119040,0
0,0,0,0,0,1287,13,150.82997,0.0,1.97741,5,0,102100,0
1,0,1,10,0,0,131,152.91177,10.53721,0.21762,2,3,201032,0
1,0,1,19,0,0,18,0.0,63.97677,1.4314,66,1,104001,0
1,0,1,4,0,0,23,0.0,67.5514,0.04634,1,2,118079,0
1,0,1,6,0,0,36,0.0,39.16245,0.06645,33,2,115068,0
1,0,1,4,0,0,55,0.0,11.17711,0.09366,19,3,201093,0
1,0,1,8,0,0,57,0.0,33.03457,0.09953,11,6,204049,0
1,0,1,2,0,0,20,0.0,39.86857,0.03542,1,1,104077,0
0,1,0,4,1,990,0,143.35363,0.0,2.12223,0,0,113075,0
1,0,1,9,0,0,131,0.0,16.12543,0.21741,1,2,204036,0
1,0,1,3,0,0,19,0.0,23.13255,0.03686,1,2,106090,0
1,0,1,4,0,0,76,0.0,34.32499,0.13053,1,1,301100,0
1,0,1,7,0,0,14,0.0,10.04886,0.02736,16,6,212041,0
1,0,1,6,0,0,76,0.0,4.6431,0.12789,5,2,204054,0
1,0,0,4,0,0,0,0.0,30.72558,0.00588,1,4,118005,0
0,0,0,0,0,65,13,201.93494,0.0,0.28422,0,0,702100,0
0,0,0,3,0,912,10,143.4233,0.0,1.40317,7,0,117100,0
1,0,1,5,0,0,45,0.0,48.96198,0.08198,9,4,203087,0
1,0,1,7,0,0,85,0.0,17.05396,0.1383,10,4,101065,0
1,0,1,5,0,0,62,0.0,13.7303,0.29099,5,1,105010,0
1,0,1,9,0,0,15,0.0,44.38243,0.02653,8,3,101096,0
1,0,1,6,0,0,76,0.0,18.92468,0.12878,3,6,103028,0
1,0,1,5,0,0,90,0.0,14.32674,0.15048,11,5,116064,0
1,0,1,6,0,0,49,0.0,47.15219,0.0887,9,1,204028,0
1,0,1,7,0,0,60,0.0,24.23481,0.09788,1,1,101032,0
1,0,1,3,0,0,30,0.0,97.40021,0.06719,28,1,113073,0
1,0,1,9,0,0,144,0.0,16.11873,0.23956,1,1,119031,0
1,0,1,7,0,0,22,0.0,34.33293,2.12047,23,5,110063,0
1,0,1,6,0,0,49,0.0,33.93552,0.0867,6,5,209009,0
1,0,1,2,0,0,17,0.0,52.05785,0.03426,58,1,110075,0
1,0,1,8,0,0,48,0.0,26.76896,0.08357,1,3,111024,0
1,0,1,3,0,0,34,0.0,39.26693,0.06186,25,2,111023,0
1,0,1,2,0,0,27,0.0,12.89353,0.04865,1,2,202100,0
1,0,1,11,0,0,160,0.0,7.31523,0.26314,3,10,206100,0
1,0,1,6,0,0,34,0.0,33.97578,0.05613,34,4,101047,0
1,0,1,1,0,0,13,0.0,79.26672,0.02486,89,1,113069,0
1,0,1,4,0,0,37,0.0,31.53273,0.0667,1,1,203085,0
1,0,1,6,0,0,49,0.0,36.63393,0.08824,1,1,204078,0
1,0,1,5,0,0,103,0.0,11.59949,0.17203,5,5,106070,0
1,0,1,5,0,0,31,0.0,18.11384,0.05053,1,4,101016,0
1,0,1,6,0,0,80,0.0,17.88776,0.13488,9,4,107058,0
0,0,0,0,0,364,13,83.52531,0.0,0.63574,0,0,501100,0
1,0,1,7,0,0,45,0.0,14.89255,0.078,18,7,116048,0
1,0,1,7,0,0,72,0.0,8.67263,0.12163,7,7,208058,0
1,0,1,5,0,0,43,0.0,55.17806,0.25358,1,4,210078,0
1,0,1,8,0,0,181,172.4145,13.09327,0.29891,1,6,120088,0
1,0,1,7,0,0,111,0.0,2.94512,0.18368,8,5,105026,0
1,0,1,4,0,0,49,0.0,51.89557,0.08906,1,4,120070,0
1,0,1,7,0,0,46,0.0,35.24293,0.08332,1,7,201006,0
1,0,1,3,0,0,17,0.0,62.99125,0.0365,42,3,104045,0
1,0,1,9,0,0,68,0.0,27.68694,0.11655,1,3,115054,0
1,0,1,5,0,0,28,0.0,33.24403,0.05111,37,3,116090,0
0,1,0,4,1,720,0,101.48086,0.0,2.50546,0,0,117017,0
1,0,1,2,0,0,30,0.0,37.14657,0.05578,4,1,118080,0
1,0,1,1,0,0,13,0.0,34.17284,0.02765,14,1,110046,0
1,0,1,22,0,0,26,0.0,23.44279,0.0478,29,8,106016,0
1,0,1,3,0,0,39,0.0,56.68307,0.07329,9,2,107093,0
1,0,1,13,0,0,18,0.0,39.14026,0.03242,8,7,101073,0
0,0,0,5,0,1296,10,93.48484,0.0,1.41961,1,0,202100,0
1,0,1,2,0,0,17,0.0,63.60645,0.03525,1,1,113001,0
1,0,1,7,0,0,49,0.0,31.06012,0.0855,22,5,117001,0
0,0,0,0,0,91,13,93.93772,0.0,0.21778,0,0,1001100,0
0,0,0,5,0,881,8,122.63298,0.0,1.06834,52,0,202100,0
1,0,1,5,0,0,32,0.0,18.15261,0.05809,39,5,116063,0
1,0,1,6,0,0,90,0.0,16.23714,0.15173,2,5,107042,0
1,0,1,9,0,0,68,0.0,30.03318,0.11949,3,4,105041,0
1,0,1,4,0,0,14,0.0,69.85313,0.03117,81,3,102041,0
1,0,1,6,0,0,38,0.0,9.34904,0.06699,8,1,115098,0
1,0,1,3,0,0,26,0.0,55.15907,0.05052,13,3,106100,0
1,0,1,3,0,0,85,0.0,32.90287,1.42991,6,1,107100,0
0,0,0,3,0,1251,13,139.37881,0.0,1.9476,47,0,112100,0
1,0,1,3,0,0,43,0.0,9.39729,0.07428,1,2,212032,0
1,0,1,6,0,0,90,0.0,21.30918,0.15226,4,1,112007,0
1,0,1,5,0,0,35,0.0,11.58211,0.0625,3,2,109070,0
1,0,0,27,0,0,0,0.0,30.54063,1.21667,24,3,106027,0
1,0,1,5,0,0,85,0.0,26.16357,0.14406,10,5,107023,0
1,0,1,7,0,0,60,0.0,24.18317,0.1034,11,7,113042,0
0,0,0,0,0,350,13,125.33277,0.0,0.6281,0,0,405100,0
1,0,1,1,0,0,13,0.0,45.06551,0.02778,40,1,103002,0
1,0,1,3,0,0,25,0.0,9.64498,0.04064,1,1,101014,0
0,0,0,7,0,1086,13,90.54003,0.0,2.25448,11,0,111100,0
0,0,0,0,0,624,13,83.52531,0.0,1.05711,0,0,308100,0
1,0,1,2,0,0,19,0.0,30.46536,0.03703,18,2,104096,0
1,0,1,6,0,0,25,0.0,43.4188,0.04761,1,2,116063,0
1,0,1,2,0,0,15,0.0,69.29533,0.03178,88,1,118002,0
1,0,1,4,0,0,53,0.0,18.55198,0.09149,11,3,103095,0
1,0,1,5,0,0,43,0.0,30.99922,0.07556,25,4,104060,0
1,0,1,4,0,0,40,0.0,24.54972,0.07109,5,4,120001,0
1,0,1,4,0,0,65,0.0,18.76107,0.11161,1,1,110033,0
1,0,1,6,0,0,23,0.0,20.2715,0.0428,30,5,110016,0
1,0,1,2,0,0,20,0.0,38.5562,2.24972,21,2,117016,0
1,0,0,28,0,0,0,0.0,68.72601,0.00616,1,7,108011,0
1,0,1,1,0,0,14,0.0,53.47261,0.0301,1,1,204039,0
1,0,1,25,0,0,28,0.0,26.92219,0.051,39,14,109016,0
1,0,0,28,0,0,0,0.0,21.7034,1.03315,22,2,103032,0
1,0,1,3,0,0,24,0.0,36.62087,0.04562,15,1,111005,0
